"datum";"exc_id";"brand2011";"zone";"beh_typ";"soort";"bedekking_getal";"aant_bloeist_pijpenstro";"mos";"kale_bodem";"totale_bedekking";"staal_ingezameld"
2013-06-17;"WD1";"ja";1;"EXC";"Heide";7;0;85;3;97;FALSE
2013-06-17;"WD1";"ja";1;"EXC";"Pijpenstro";3;0;85;3;97;FALSE
2013-06-17;"WD1";"ja";2;"EXC";"Heide";0,5;0;55;35;65;FALSE
2013-06-17;"WD1";"ja";2;"EXC";"Pijpenstro";7;3;55;35;65;FALSE
2013-10-01;"WD1";"ja";2;"EXC";"Heide";25;31;85;3;97;FALSE
2013-08-28;"WD1";"ja";2;"EXC";"Heide";55;94;15;45;55;FALSE
2013-10-01;"WD1";"ja";2;"EXC";"Andere";25;0;85;3;97;FALSE
2013-06-17;"WD1";"ja";2;"EXC";"Andere";15;0;55;35;65;FALSE
2013-06-17;"WD1";"ja";3;"EXC";"Pijpenstro";75;0;75;3;97;FALSE
2013-08-28;"WD1";"ja";3;"EXC";"Pijpenstro";0,5;0;45;25;75;FALSE
2013-10-01;"WD1";"ja";3;"EXC";"Andere";0,5;0;95;0;100;FALSE
2013-06-17;"WD1";"ja";3;"EXC";"Andere";3;0;75;3;97;FALSE
2013-07-30;"WD1";"ja";3;"EXC";"Pijpenstro";25;2;95;0;100;FALSE
2013-10-01;"WD1";"ja";3;"EXC";"Pijpenstro";25;0;95;0;100;FALSE
2013-08-28;"WD1";"ja";3;"EXC";"Heide";35;3;45;25;75;FALSE
2013-10-01;"WD1";"ja";3;"EXC";"Heide";3;0;95;0;100;FALSE
2013-08-28;"WD1";"ja";3;"EXC";"Andere";3;0;45;25;75;FALSE
2013-06-17;"WD1";"ja";3;"EXC";"Heide";7;0;75;3;97;FALSE
2013-07-30;"WD1";"ja";3;"EXC";"Heide";3;0;95;0;100;FALSE
2013-07-30;"WD1";"ja";3;"EXC";"Andere";3;0;95;0;100;FALSE
2013-08-28;"WD1";"ja";4;"EXC";"Pijpenstro";35;0;95;3;97;FALSE
2013-07-30;"WD1";"ja";4;"EXC";"Pijpenstro";15;3;95;0;100;FALSE
2013-06-17;"WD1";"ja";4;"EXC";"Pijpenstro";15;0;85;0;100;FALSE
2013-10-01;"WD1";"ja";4;"EXC";"Pijpenstro";35;0;95;0;100;FALSE
2013-07-30;"WD1";"ja";4;"EXC";"Andere";3;0;95;0;100;FALSE
2013-07-30;"WD1";"ja";4;"EXC";"Heide";0,5;0;95;0;100;FALSE
2013-06-17;"WD1";"ja";4;"EXC";"Heide";0,5;0;85;0;100;FALSE
2013-07-30;"WD1";"ja";5;"EXC";"Pijpenstro";25;6;95;0;100;FALSE
2013-07-30;"WD1";"ja";5;"EXC";"Andere";3;0;95;0;100;FALSE
2013-10-01;"WD1";"ja";5;"EXC";"Pijpenstro";7;8;95;0;100;FALSE
2013-10-01;"WD1";"ja";5;"EXC";"Andere";7;0;95;0;100;FALSE
2013-06-17;"WD1";"ja";5;"EXC";"Heide";7;0;85;0,5;99,5;FALSE
2013-06-17;"WD1";"ja";5;"EXC";"Pijpenstro";3;0;85;0,5;99,5;FALSE
2013-07-30;"WD1";"ja";5;"EXC";"Heide";7;4;95;0;100;FALSE
2013-10-01;"WD1";"ja";5;"EXC";"Heide";15;3;95;0;100;FALSE
2013-08-28;"WD1";"ja";5;"EXC";"Pijpenstro";35;9;95;0;100;FALSE
2013-08-28;"WD1";"ja";5;"EXC";"Andere";3;0;95;0;100;FALSE
2013-08-28;"WD1";"ja";5;"EXC";"Heide";3;4;95;0;100;FALSE
2013-07-30;"WD1";"ja";6;"BGR";"Heide";7;0;35;45;55;FALSE
2013-10-01;"WD1";"ja";6;"BGR";"Pijpenstro";3;0;95;0;100;FALSE
2013-06-17;"WD1";"ja";6;"BGR";"Heide";15;0;55;15;85;FALSE
2013-06-17;"WD1";"ja";6;"BGR";"Pijpenstro";15;0;55;15;85;FALSE
2013-06-17;"WD1";"ja";6;"BGR";"Andere";3;0;55;15;85;FALSE
2013-08-28;"WD1";"ja";6;"BGR";"Heide";7;0;55;45;55;FALSE
2013-08-28;"WD1";"ja";6;"BGR";"Pijpenstro";3;0;55;45;55;FALSE
2013-07-30;"WD1";"ja";6;"BGR";"Pijpenstro";3;0;35;45;55;FALSE
2013-10-01;"WD1";"ja";6;"BGR";"Heide";15;0;95;0;100;FALSE
2013-06-17;"WD1";"ja";7;"BGR";"Heide";3;0;25;55;45;FALSE
2013-06-17;"WD1";"ja";7;"BGR";"Andere";15;0;25;55;45;FALSE
2013-07-30;"WD1";"ja";7;"BGR";"Heide";3;0;25;35;65;FALSE
2013-10-01;"WD1";"ja";7;"BGR";"Andere";0,5;0;99;0;100;FALSE
2013-07-30;"WD1";"ja";7;"BGR";"Pijpenstro";35;15;25;35;65;FALSE
2013-10-01;"WD1";"ja";7;"BGR";"Pijpenstro";25;44;99;0;100;FALSE
2013-08-28;"WD1";"ja";7;"BGR";"Pijpenstro";75;4;65;0;100;FALSE
2013-08-28;"WD1";"ja";7;"BGR";"Heide";3;0;65;0;100;FALSE
2013-07-30;"WD1";"ja";8;"BGR";"Heide";3;1;15;7;93;FALSE
2013-06-17;"WD1";"ja";8;"BGR";"Pijpenstro";15;0;15;75;25;FALSE
2013-10-01;"WD1";"ja";8;"BGR";"Pijpenstro";45;28;95;3;97;FALSE
2013-06-17;"WD1";"ja";8;"BGR";"Heide";3;0;15;75;25;FALSE
2013-07-30;"WD1";"ja";8;"BGR";"Pijpenstro";75;10;15;7;93;FALSE
2013-10-01;"WD1";"ja";8;"BGR";"Heide";3;2;95;3;97;FALSE
2013-08-28;"WD1";"ja";8;"BGR";"Heide";0,5;0;75;3;97;FALSE
2013-08-28;"WD1";"ja";8;"BGR";"Pijpenstro";65;7;75;3;97;FALSE
2013-10-01;"WD1";"ja";9;"BGR";"Pijpenstro";3;0;55;35;65;FALSE
2013-10-01;"WD1";"ja";9;"BGR";"Heide";3;0;55;35;65;FALSE
2013-10-01;"WD1";"ja";9;"BGR";"Andere";3;0;55;35;65;FALSE
2013-07-30;"WD1";"ja";9;"BGR";"Pijpenstro";7;0;75;25;75;FALSE
2013-08-28;"WD1";"ja";9;"BGR";"Pijpenstro";7;0;45;55;45;FALSE
2013-08-28;"WD1";"ja";9;"BGR";"Heide";3;0;45;55;45;FALSE
2013-07-30;"WD1";"ja";9;"BGR";"Heide";3;0;75;25;75;FALSE
2013-06-17;"WD1";"ja";9;"BGR";"Pijpenstro";25;0;85;3;97;FALSE
2013-06-17;"WD1";"ja";9;"BGR";"Heide";3;0;85;3;97;FALSE
2013-07-30;"WD2";"ja";1;"EXC";"Pijpenstro";0,5;0;85;7;93;FALSE
2013-08-28;"WD2";"ja";1;"EXC";"Pijpenstro";3;0;45;55;45;FALSE
2013-06-17;"WD2";"ja";1;"EXC";"Heide";3;0;55;35;65;FALSE
2013-06-17;"WD2";"ja";1;"EXC";"Pijpenstro";3;0;55;35;65;FALSE
2013-08-28;"WD2";"ja";1;"EXC";"Heide";0,5;0;45;55;45;FALSE
2013-10-01;"WD2";"ja";1;"EXC";"Pijpenstro";0,5;0;65;35;65;FALSE
2013-06-17;"WD2";"ja";2;"EXC";"Heide";3;0;65;25;75;FALSE
2013-06-17;"WD2";"ja";2;"EXC";"Pijpenstro";3;0;65;25;75;FALSE
2013-10-01;"WD2";"ja";2;"EXC";"Pijpenstro";99;6;65;0,5;99,5;FALSE
2013-06-17;"WD2";"ja";2;"EXC";"Andere";3;0;65;25;75;FALSE
2013-07-30;"WD2";"ja";2;"EXC";"Andere";7;0;65;3;97;FALSE
2013-08-28;"WD2";"ja";2;"EXC";"Pijpenstro";35;3;75;0;100;FALSE
2013-10-01;"WD2";"ja";2;"EXC";"Andere";3;0;65;0,5;99,5;FALSE
2013-08-28;"WD2";"ja";2;"EXC";"Heide";15;0;75;0;100;FALSE
2013-07-30;"WD2";"ja";2;"EXC";"Pijpenstro";35;31;65;3;97;FALSE
2013-07-30;"WD2";"ja";2;"EXC";"Heide";7;9;65;3;97;FALSE
2013-08-28;"WD2";"ja";2;"EXC";"Andere";3;0;75;0;100;FALSE
2013-06-17;"WD2";"ja";3;"EXC";"Pijpenstro";7;0;75;7;93;FALSE
2013-06-17;"WD2";"ja";3;"EXC";"Andere";7;0;75;7;93;FALSE
2013-06-17;"WD2";"ja";3;"EXC";"Heide";35;0;75;7;93;FALSE
2013-07-30;"WD2";"ja";3;"EXC";"Pijpenstro";3;7;65;35;65;FALSE
2013-06-17;"WD2";"ja";4;"EXC";"Heide";0,5;0;15;75;25;FALSE
2013-07-30;"WD2";"ja";4;"EXC";"Pijpenstro";25;28;75;3;97;FALSE
2013-07-30;"WD2";"ja";4;"EXC";"Heide";7;0;75;3;97;FALSE
2013-06-17;"WD2";"ja";5;"EXC";"Andere";3;0;95;3;97;FALSE
2013-06-17;"WD2";"ja";5;"EXC";"Pijpenstro";3;0;95;3;97;FALSE
2013-10-01;"WD2";"ja";5;"EXC";"Andere";3;0;65;3;97;FALSE
2013-10-01;"WD2";"ja";5;"EXC";"Pijpenstro";15;6;65;3;97;FALSE
2013-06-17;"WD2";"ja";5;"EXC";"Heide";7;0;95;3;97;FALSE
2013-07-30;"WD2";"ja";5;"EXC";"Andere";3;0;65;3;97;FALSE
2013-08-28;"WD2";"ja";5;"EXC";"Heide";25;49;65;3;97;FALSE
2013-08-28;"WD2";"ja";5;"EXC";"Pijpenstro";7;0;65;3;97;FALSE
2013-07-30;"WD2";"ja";5;"EXC";"Heide";25;0;65;3;97;FALSE
2013-10-01;"WD2";"ja";5;"EXC";"Heide";7;2;65;3;97;FALSE
2013-07-30;"WD2";"ja";5;"EXC";"Pijpenstro";7;0;65;3;97;FALSE
2013-07-30;"WD2";"ja";6;"BGR";"Andere";0,5;0;55;45;55;FALSE
2013-08-28;"WD2";"ja";6;"BGR";"Heide";15;0;65;15;85;FALSE
2013-10-01;"WD2";"ja";6;"BGR";"Andere";3;0;95;0;100;FALSE
2013-10-01;"WD2";"ja";6;"BGR";"Pijpenstro";0,5;0;95;0;100;FALSE
2013-10-01;"WD2";"ja";6;"BGR";"Heide";15;0;95;0;100;FALSE
2013-06-17;"WD2";"ja";7;"BGR";"Heide";3;0;45;45;55;FALSE
2013-08-28;"WD2";"ja";7;"BGR";"Heide";3;0;75;25;75;FALSE
2013-06-17;"WD2";"ja";7;"BGR";"Pijpenstro";7;0;45;45;55;FALSE
2013-10-01;"WD2";"ja";7;"BGR";"Heide";3;0;95;0;100;FALSE
2013-07-30;"WD2";"ja";7;"BGR";"Pijpenstro";0,5;0;35;55;45;FALSE
2013-08-28;"WD2";"ja";7;"BGR";"Pijpenstro";0,5;0;75;25;75;FALSE
2013-10-01;"WD2";"ja";8;"BGR";"Heide";0,5;0;95;0;100;FALSE
2013-08-28;"WD2";"ja";8;"BGR";"Pijpenstro";15;0;45;15;85;FALSE
2013-10-01;"WD2";"ja";8;"BGR";"Andere";0,5;0;95;0;100;FALSE
2013-10-01;"WD2";"ja";8;"BGR";"Pijpenstro";0,5;0;95;0;100;FALSE
2013-07-30;"WD2";"ja";8;"BGR";"Heide";0,5;0;45;55;45;FALSE
2013-06-17;"WD2";"ja";8;"BGR";"Heide";7;0;45;35;65;FALSE
2013-06-17;"WD2";"ja";8;"BGR";"Pijpenstro";15;0;45;35;65;FALSE
2013-08-28;"WD2";"ja";8;"BGR";"Heide";25;0;45;15;85;FALSE
2013-10-01;"WD2";"ja";9;"BGR";"Heide";0,5;0;75;25;75;FALSE
2013-10-01;"WD2";"ja";9;"BGR";"Andere";0,5;0;75;25;75;FALSE
2013-06-17;"WD2";"ja";9;"BGR";"Pijpenstro";45;0;35;3;97;FALSE
2013-10-01;"WD2";"ja";9;"BGR";"Pijpenstro";3;0;75;25;75;FALSE
2013-07-30;"WD2";"ja";9;"BGR";"Fijne grassen";35;22;45;3;97;FALSE
2013-06-17;"WD2";"ja";9;"BGR";"Heide";15;0;35;3;97;FALSE
2013-08-28;"WD2";"ja";9;"BGR";"Heide";35;0;65;3;97;FALSE
2013-08-28;"WD2";"ja";9;"BGR";"Fijne grassen";3;0;65;3;97;FALSE
2013-08-28;"WD2";"ja";9;"BGR";"Pijpenstro";3;0;65;3;97;FALSE
NA;NA;"nee";NA;"BGR";"Pijpenstro";55;4;85;3;97;FALSE
2013-08-28;"LV2";"nee";9;"BGR";"Pijpenstro";55;4;85;3;97;FALSE
