ID_Exclosure_opname;Datum;jaar;maand;ID_Exclosure;ID_Exclosure_zone;Deelgebied;Vegetatie aanwezig;Begraasd/Niet Begr;Afgebrand 2011;Opmerking;Afstand_m;Hoek_gr;Bedekking mos;Bedekking kale bodem;strooisel ingezameld;bodemstalen ingezameld;H1_cm;H2_cm;H3_cm;H4_cm;H5_cm;H6_cm;H7_cm;H8_cm;H_gemd;Sdev
250;17/06/2013;2013;6;3;Begraasd, B;WD;WAAR;B;ONWAAR;;16,5;256;20-30;50-60;ONWAAR;ONWAAR;4;5;15;53;5;24;7;3;;16,01562
250;30/07/2012;2012;8;5;Begraasd, A;LV;WAAR;B;ONWAAR;;15,64;72;30-40;1-5;ONWAAR;ONWAAR;34;6;9;41;45;6;35;27;;15,0743
251;17/06/2013;2013;6;3;Begraasd, C;WD;WAAR;B;ONWAAR;;15;18;10-20;70-80;ONWAAR;ONWAAR;2;3;10;4;3;4;2;3;;2,420614
251;30/07/2012;2012;8;5;Begraasd, B;LV;WAAR;B;ONWAAR;;13,42;142;1-5;90-100;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
252;17/06/2013;2013;6;3;Begraasd, D;WD;WAAR;B;ONWAAR;;9;75;80-90;1-5;ONWAAR;ONWAAR;14;20;8;6;13;15;5;2;;5,677533
252;30/07/2012;2012;8;5;Begraasd, C;LV;WAAR;B;ONWAAR;;16,8;270;60-70;nvt;WAAR;ONWAAR;10;16;64;103;6;10;26;43;;31,74409
253;17/06/2013;2013;6;1;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;30;18;22;26;38;3;5;4;;12,31615
253;30/07/2012;2012;8;5;Begraasd, D;LV;WAAR;B;ONWAAR;;21,18;178;1-5;90-100;ONWAAR;ONWAAR;2;3;0;2;2;0;0;0;;1,165922
254;17/06/2013;2013;6;1;Excl, zone A;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;32;38;45;28;6;15;32;34;;11,75532
254;30/07/2012;2012;8;3;Excl, Centrum;WD;WAAR;NB;ONWAAR;;0;0;90-100;< 1;ONWAAR;ONWAAR;1;2;4;0;2;0;0;0;;1,363589
255;17/06/2013;2013;6;1;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;6;2;3;7;4;5;4;6;;1,57619
255;30/07/2012;2012;8;3;Excl, zone A;WD;WAAR;NB;ONWAAR;;0;0;5-10;80-90;ONWAAR;ONWAAR;30;11;22;21;15;26;12;4;;8,07678
256;17/06/2013;2013;6;1;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;33;40;42;26;20;23;22;24;;7,949057
256;30/07/2012;2012;8;3;Excl, zone B;WD;WAAR;NB;ONWAAR;;0;0;30-40;1-5;WAAR;ONWAAR;110;105;90;32;86;16;35;87;;34,1959
257;17/06/2013;2013;6;1;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;8;20;24;40;21;23;20;19;;8,23768
257;30/07/2012;2012;8;3;Excl, zone C;WD;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;6;28;5;43;34;26;7;12;;13,5963
258;17/06/2013;2013;6;1;Begraasd, A;GB;WAAR;B;ONWAAR;;5,5;150;90-100;nvt;ONWAAR;ONWAAR;18;12;15;17;22;29;7;21;;6,243747
258;30/07/2012;2012;8;3;Excl, zone D;WD;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;42;18;20;19;10;2;3;9;;11,99935
259;17/06/2013;2013;6;1;Begraasd, B;GB;WAAR;B;ONWAAR;;8;281;60-70;nvt;ONWAAR;ONWAAR;15;12;21;8;22;12;19;14;;4,580871
259;30/07/2012;2012;8;3;Begraasd, A;WD;WAAR;B;ONWAAR;;11,2;184;40-50;30-40;ONWAAR;ONWAAR;6;23;4;3;3;6;64;10;;19,5604
260;17/06/2013;2013;6;1;Begraasd, C;GB;WAAR;B;ONWAAR;;8;341;50-60;nvt;ONWAAR;ONWAAR;15;19;9;14;8;10;15;22;;4,582576
260;30/07/2012;2012;8;3;Begraasd, B;WD;WAAR;B;ONWAAR;;9,1;276;30-40;10-20;ONWAAR;ONWAAR;40;6;39;44;53;6;38;40;;16,34587
261;17/06/2013;2013;6;1;Begraasd, D;GB;WAAR;B;ONWAAR;;11,5;74;90-100;nvt;ONWAAR;ONWAAR;30;12;26;9;6;10;14;28;;8,936407
261;30/07/2012;2012;8;3;Begraasd, C;WD;WAAR;B;ONWAAR;;11,7;354;10-20;5-10;WAAR;ONWAAR;8;76;56;17;52;54;51;20;;22,19657
262;17/06/2013;2013;6;2;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;35;25;26;6;15;7;14;10;;9,692136
262;30/07/2012;2012;8;3;Begraasd, D;WD;WAAR;B;ONWAAR;;11,5;76;90-100;1-5;ONWAAR;ONWAAR;2;3;2;4;2;6;1;3;;1,452369
263;17/06/2013;2013;6;2;Excl, zone A;GB;ONWAAR;NB;ONWAAR;;0;0;10-20;nvt;ONWAAR;ONWAAR;39;42;34;26;19;18;40;41;;9,339934
263;30/07/2012;2012;8;4;Excl, Centrum;WD;WAAR;NB;ONWAAR;;0;0;1-5;90-100;ONWAAR;ONWAAR;2;5;10;9;5;4;3;4;;2,633914
264;17/06/2013;2013;6;2;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;24;26;32;21;6;10;7;18;;8,902246
264;30/07/2012;2012;8;4;Excl, zone A;WD;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;14;6;8;11;9;5;10;9;;2,645751
265;17/06/2013;2013;6;2;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;42;30;32;36;31;34;12;31;;8,046739
265;30/07/2012;2012;8;4;Excl, zone B;WD;ONWAAR;NB;ONWAAR;;0;0;5-10;90-100;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
266;17/06/2013;2013;6;2;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;40;36;22;28;41;23;32;16;;8,466847
266;30/07/2012;2012;8;4;Excl, zone C;WD;WAAR;NB;ONWAAR;;0;0;1-5;90-100;ONWAAR;ONWAAR;2;4;0;0;0;0;0;0;;1,391941
267;17/06/2013;2013;6;2;Begraasd, A;GB;ONWAAR;B;ONWAAR;;10;136;80-90;< 1;ONWAAR;ONWAAR;11;12;14;14;5;5;6;17;;4,330127
267;30/07/2012;2012;8;4;Excl, zone D;WD;WAAR;NB;ONWAAR;;0;0;70-80;20-30;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
268;17/06/2013;2013;6;2;Begraasd, B;GB;WAAR;B;ONWAAR;;8,5;258;30-40;nvt;ONWAAR;ONWAAR;37;48;17;27;40;21;8;35;;12,42414
268;30/07/2012;2012;8;4;Begraasd, A;WD;WAAR;B;ONWAAR;;8,6;188;20-30;40-50;ONWAAR;ONWAAR;3;2;4;0;0;0;0;0;;1,536026
269;17/06/2013;2013;6;2;Begraasd, C;GB;WAAR;B;ONWAAR;;5,5;335;70-80;nvt;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
269;30/07/2012;2012;8;4;Begraasd, B;WD;WAAR;B;ONWAAR;;10,72;82;nvt;100;ONWAAR;ONWAAR;3;2;0;0;0;0;0;0;;1,111024
270;17/06/2013;2013;6;2;Begraasd, D;GB;ONWAAR;B;ONWAAR;;6,5;46;20-30;20-30;ONWAAR;ONWAAR;44;20;32;24;24;16;17;21;;8,642193
270;30/07/2012;2012;8;4;Begraasd, C;WD;WAAR;B;ONWAAR;;11,9;8;20-30;70-80;ONWAAR;ONWAAR;2;3;4;3;7;3;2;3;;1,494783
271;30/07/2012;2012;8;4;Begraasd, D;WD;WAAR;B;ONWAAR;;10,3;96;20-30;30-40;WAAR;ONWAAR;6;46;32;27;18;39;30;8;;13,27356
271;30/07/2013;2013;7;6;Excl, Centrum;LV;WAAR;NB;ONWAAR;;0;0;20-30;10-20;ONWAAR;ONWAAR;7;12;14;6;12;5;16;7;;3,854786
272;30/07/2013;2013;7;6;Excl, zone A;LV;ONWAAR;NB;ONWAAR;;0;0;80-90;1-5;WAAR;ONWAAR;20;35;37;16;7;27;36;32;;10,21947
273;3/07/2012;2012;7;1;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;19;13;4;16;9;10;4;5;;5,291502
273;30/07/2013;2013;7;6;Excl, zone B;LV;WAAR;NB;ONWAAR;;0;0;< 1;5-10;ONWAAR;ONWAAR;114;83;76;70;90;110;100;110;;15,75149
274;3/07/2012;2012;7;1;Excl, zone A;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;61;55;71;78;66;7;66;54;;20,39455
274;30/07/2013;2013;7;6;Excl, zone C;LV;WAAR;NB;ONWAAR;;0;0;30-40;< 1;ONWAAR;ONWAAR;42;47;53;31;22;46;47;53;;10,16043
275;3/07/2012;2012;7;1;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;55;61;78;66;5;71;5;80;;28,55231
275;30/07/2013;2013;7;6;Excl, zone D;LV;WAAR;NB;ONWAAR;;0;0;10-20;nvt;ONWAAR;ONWAAR;20;23;41;55;24;28;32;31;;10,69755
276;3/07/2012;2012;7;1;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;80-90;nvt;ONWAAR;ONWAAR;60;42;43;50;11;7;52;60;;19,3128
276;30/07/2013;2013;7;6;Begraasd, D;LV;WAAR;B;ONWAAR;;23;325;50-60;nvt;ONWAAR;ONWAAR;7;20;40;10;21;22;15;11;;9,717896
277;3/07/2012;2012;7;1;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;44;75;71;15;53;57;62;65;;17,79572
277;30/07/2013;2013;7;6;Begraasd, C;LV;WAAR;B;ONWAAR;;18,5;308;20-30;20-30;ONWAAR;ONWAAR;8;7;7;6;7;42;54;43;;19,33746
278;3/07/2012;2012;7;1;Begraasd, A;GB;WAAR;B;ONWAAR;foto 5966;0;0;70-80;< 1;ONWAAR;ONWAAR;17;60;26;38;28;5;17;30;;15,41864
278;30/07/2013;2013;7;6;Begraasd, B;LV;WAAR;B;ONWAAR;;14;54;50-60;1-5;ONWAAR;ONWAAR;5;3;2;13;16;6;5;6;;4,582576
279;3/07/2012;2012;7;1;Begraasd, B;GB;WAAR;B;ONWAAR;foto 5963;0;0;50-60;nvt;ONWAAR;ONWAAR;53;35;30;7;18;7;8;36;;15,85678
279;30/07/2013;2013;7;6;Begraasd, A;LV;WAAR;B;ONWAAR;;20;350;10-20;1-5;ONWAAR;ONWAAR;13;22;27;29;12;13;24;7;;7,581845
280;3/07/2012;2012;7;1;Begraasd, C;GB;WAAR;B;ONWAAR;;7,45;32;80-90;1-5;ONWAAR;ONWAAR;45;41;30;18;13;45;30;44;;11,80837
280;30/07/2013;2013;7;5;Excl, Centrum;LV;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;40;31;26;13;32;11;14;22;;9,784394
281;3/07/2012;2012;7;1;Begraasd, D;GB;WAAR;B;ONWAAR;;6,9;66;90-100;nvt;ONWAAR;ONWAAR;33;40;32;35;27;18;33;34;;6,103278
281;30/07/2013;2013;7;5;Excl, zone A;LV;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
282;3/07/2012;2012;7;2;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;90-100;< 1;ONWAAR;ONWAAR;20;81;36;14;83;34;42;71;;25,39162
282;30/07/2013;2013;7;5;Excl, zone B;LV;WAAR;NB;ONWAAR;;0;0;70-80;nvt;ONWAAR;ONWAAR;70;66;0;0;55;44;0;0;;30,23631
283;3/07/2012;2012;7;2;Excl, zone A;GB;WAAR;NB;ONWAAR;;0;0;80-90;< 1;ONWAAR;ONWAAR;28;31;34;55;70;53;37;23;;15,15699
283;30/07/2013;2013;7;5;Excl, zone C;LV;WAAR;NB;ONWAAR;;0;0;40-50;1-5;ONWAAR;ONWAAR;68;44;12;47;61;70;75;32;;20,22645
284;3/07/2012;2012;7;2;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;80-90;< 1;ONWAAR;ONWAAR;32;69;84;93;12;28;30;91;;30,63673
284;30/07/2013;2013;7;5;Excl, zone D;LV;WAAR;NB;ONWAAR;;0;0;50-60;1-5;ONWAAR;ONWAAR;87;90;0;3;65;69;79;0;;38,07702
285;3/07/2012;2012;7;2;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;60-70;nvt;ONWAAR;ONWAAR;40;32;73;50;43;39;32;51;;12,49
285;30/07/2013;2013;7;5;Begraasd, A;LV;WAAR;B;ONWAAR;;14;96;20-30;5-10;ONWAAR;ONWAAR;44;60;51;16;53;12;40;33;;16,20137
286;3/07/2012;2012;7;2;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;50-60;nvt;ONWAAR;ONWAAR;34;80;33;37;65;45;43;35;;15,96872
286;30/07/2013;2013;7;5;Begraasd, B;LV;WAAR;B;ONWAAR;;9;190;70-80;10-20;ONWAAR;ONWAAR;5;15;2;3;9;7;2;8;;4,121211
287;3/07/2012;2012;7;2;Begraasd, A;GB;WAAR;B;ONWAAR;f 5728;0;0;40-50;< 1;ONWAAR;ONWAAR;13;32;68;44;41;33;28;63;;17,01286
287;30/07/2013;2013;7;5;Begraasd, C;LV;WAAR;B;ONWAAR;;13,5;280;70-80;nvt;ONWAAR;ONWAAR;33;42;21;28;49;17;13;47;;12,91075
288;3/07/2012;2012;7;2;Begraasd, B;GB;WAAR;B;ONWAAR;f 5937;0;0;80-90;< 1;ONWAAR;ONWAAR;7;11;5;3;3;12;7;9;;3,179524
288;30/07/2013;2013;7;5;Begraasd, D;LV;WAAR;B;ONWAAR;;15;20;30-40;60-70;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
289;3/07/2012;2012;7;2;Begraasd, C;GB;WAAR;B;ONWAAR;f 5948;0;0;10-20;< 1;ONWAAR;ONWAAR;24;21;12;20;6;12;36;11;;8,926785
289;30/07/2013;2013;7;4;Excl, Centrum;WD;WAAR;NB;ONWAAR;;0;0;80-90;5-10;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
290;3/07/2012;2012;7;2;Begraasd, D;GB;WAAR;B;ONWAAR;f 5729;0;0;10-20;< 1;ONWAAR;ONWAAR;6;31;11;16;38;23;12;4;;11,30196
290;30/07/2013;2013;7;4;Excl, zone A;WD;WAAR;NB;ONWAAR;;0;0;60-70;1-5;ONWAAR;ONWAAR;36;18;75;43;60;57;63;64;;17,23369
291;30/07/2013;2013;7;4;Excl, zone B;WD;WAAR;NB;ONWAAR;;0;0;60-70;30-40;ONWAAR;ONWAAR;65;13;45;0;0;0;0;0;;23,79043
291;3/07/2012;2012;7;6;Excl, Centrum;LV;WAAR;NB;ONWAAR;;0;0;90-100;< 1;ONWAAR;ONWAAR;39;20;90;3;6;10;20;5;;27,23709
292;30/07/2013;2013;7;4;Excl, zone C;WD;WAAR;NB;ONWAAR;;0;0;70-80;1-5;ONWAAR;ONWAAR;16;102;90;74;111;18;16;68;;37,30428
292;3/07/2012;2012;7;6;Excl, zone A;LV;WAAR;NB;ONWAAR;;0;0;90-100;< 1;ONWAAR;ONWAAR;56;3;7;29;60;6;61;11;;24,3076
293;30/07/2013;2013;7;4;Excl, zone D;WD;WAAR;NB;ONWAAR;;0;0;60-70;1-5;ONWAAR;ONWAAR;25;10;16;12;21;12;13;19;;4,89898
293;3/07/2012;2012;7;6;Excl, zone B;LV;WAAR;NB;ONWAAR;;0;0;60-70;nvt;ONWAAR;ONWAAR;4;17;65;40;31;21;11;21;;17,9635
294;30/07/2013;2013;7;4;Begraasd, A;WD;WAAR;B;ONWAAR;;11;210;50-60;40-50;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
294;3/07/2012;2012;7;6;Excl, zone C;LV;WAAR;NB;ONWAAR;;0;0;50-60;10-20;ONWAAR;ONWAAR;5;4;19;5;4;7;8;7;;4,608077
295;30/07/2013;2013;7;4;Begraasd, B;WD;WAAR;B;ONWAAR;;7;274;30-40;50-60;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
295;3/07/2012;2012;7;6;Excl, zone D;LV;WAAR;NB;ONWAAR;;0;0;50-60;nvt;ONWAAR;ONWAAR;20;6;65;74;57;10;32;54;;24,45787
296;30/07/2013;2013;7;4;Begraasd, C;WD;WAAR;B;ONWAAR;;12;16;40-50;50-60;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
296;3/07/2012;2012;7;6;Begraasd, A;LV;WAAR;B;ONWAAR;f 6024;0;0;70-80;nvt;ONWAAR;ONWAAR;25;36;12;4;13;13;12;16;;9,177929
297;30/07/2013;2013;7;4;Begraasd, D;WD;WAAR;B;ONWAAR;;15;112;40-50;1-5;ONWAAR;ONWAAR;12;21;7;15;25;24;8;24;;6,964194
297;3/07/2012;2012;7;6;Begraasd, B;LV;WAAR;B;ONWAAR;f 6017;0;0;80-90;nvt;ONWAAR;ONWAAR;18;36;16;16;6;9;34;25;;10,18577
298;30/07/2013;2013;7;2;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;100;;ONWAAR;ONWAAR;28;12;18;11;17;12;0;0;;8,699857
298;3/07/2012;2012;7;6;Begraasd, C;LV;WAAR;B;ONWAAR;f 6016;0;0;60-70;nvt;ONWAAR;ONWAAR;13;9;48;29;13;45;16;9;;14,93946
299;30/07/2013;2013;7;2;Excl, zone A;GB;WAAR;NB;ONWAAR;;0;0;30-40;5-10;ONWAAR;ONWAAR;62;43;17;32;28;19;30;52;;14,76429
299;3/07/2012;2012;7;6;Begraasd, D;LV;WAAR;B;ONWAAR;f 6015;0;0;70-80;nvt;ONWAAR;ONWAAR;10;26;17;16;31;29;5;3;;10,06774
300;30/07/2013;2013;7;2;Excl, zone B;GB;ONWAAR;NB;ONWAAR;;0;0;5-10;60-70;ONWAAR;ONWAAR;65;68;19;52;50;41;17;33;;18,00998
300;3/07/2012;2012;7;5;Excl, Centrum;LV;WAAR;NB;ONWAAR;;0;0;80-90;10-20;ONWAAR;ONWAAR;17;57;12;18;37;15;7;28;;15,30063
301;30/07/2013;2013;7;2;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;80-90;nvt;ONWAAR;ONWAAR;48;43;17;24;62;55;23;11;;17,76892
301;3/07/2012;2012;7;5;Excl, zone A;LV;ONWAAR;NB;ONWAAR;;0;0;nvt;100;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
302;30/07/2013;2013;7;2;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;20-30;nvt;ONWAAR;ONWAAR;18;67;51;48;62;42;42;51;;13,90088
302;3/07/2012;2012;7;5;Excl, zone B;LV;WAAR;NB;ONWAAR;;0;0;nvt;90-100;ONWAAR;ONWAAR;18;5;8;12;5;6;13;15;;4,630065
303;30/07/2013;2013;7;2;Begraasd, A;GB;ONWAAR;B;ONWAAR;;9;138;90-100;nvt;ONWAAR;ONWAAR;11;15;8;12;3;5;4;3;;4,299346
303;3/07/2012;2012;7;5;Excl, zone C;LV;WAAR;NB;ONWAAR;;0;0;70-80;1-5;ONWAAR;ONWAAR;90;11;87;30;39;83;46;72;;27,79276
304;30/07/2013;2013;7;2;Begraasd, B;GB;WAAR;B;ONWAAR;;9;254;10-20;40-50;ONWAAR;ONWAAR;10;13;14;2;4;7;10;13;;4,136348
304;3/07/2012;2012;7;5;Excl, zone D;LV;WAAR;NB;ONWAAR;;0;0;80-90;1-5;ONWAAR;ONWAAR;11;10;12;11;9;8;15;13;;2,087912
305;30/07/2013;2013;7;2;Begraasd, C;GB;WAAR;B;ONWAAR;;12;344;10-20;40-50;ONWAAR;ONWAAR;30;32;26;9;15;6;13;7;;9,871043
305;3/07/2012;2012;7;5;Begraasd, A;LV;WAAR;B;ONWAAR;f 6058;0;0;nvt;100;ONWAAR;ONWAAR;2;4;3;0;0;0;0;0;;1,536026
306;30/07/2013;2013;7;2;Begraasd, D;GB;WAAR;B;ONWAAR;;9;58;50-60;nvt;ONWAAR;ONWAAR;44;39;24;16;47;10;26;44;;13,21694
306;3/07/2012;2012;7;5;Begraasd, B;LV;WAAR;B;ONWAAR;f 6061;0;0;40-50;< 1;ONWAAR;ONWAAR;11;29;37;49;34;44;54;32;;12,5075
307;30/07/2013;2013;7;1;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;9;2;10;6;8;2;5;7;;2,803458
307;3/07/2012;2012;7;5;Begraasd, C;LV;WAAR;B;ONWAAR;f 6062;0;0;80-90;nvt;ONWAAR;ONWAAR;10;12;4;39;13;33;17;6;;11,82952
308;30/07/2013;2013;7;1;Excl, zone A;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;0;0;74;72;66;0;0;0;;34,27463
308;3/07/2012;2012;7;5;Begraasd, D;LV;WAAR;B;ONWAAR;f 6057;0;0;10-20;40-50;ONWAAR;ONWAAR;18;12;5;6;5;1;7;4;;4,993746
309;4/09/2012;2012;9;1;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;90-100;1-5;ONWAAR;ONWAAR;8;13;25;6;2;2;3;10;;7,210019
309;30/07/2013;2013;7;1;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;49;41;32;12;0;0;0;0;;19,38266
310;4/09/2012;2012;9;1;Excl, zone A;GB;WAAR;NB;ONWAAR;;0;0;80-90;< 1;WAAR;ONWAAR;56;82;25;40;5;32;21;11;;23,57965
310;30/07/2013;2013;7;1;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;60-70;;ONWAAR;ONWAAR;47;33;41;14;16;23;33;28;;10,78121
311;4/09/2012;2012;9;1;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;70-80;nvt;WAAR;ONWAAR;89;64;80;28;43;70;20;32;;24,21131
311;30/07/2013;2013;7;1;Begraasd, A;GB;WAAR;B;ONWAAR;;7;138;100;nvt;ONWAAR;ONWAAR;17;15;2;2;3;0;0;0;;6,527586
312;4/09/2012;2012;9;1;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;30-40;nvt;WAAR;ONWAAR;80;36;75;36;46;52;86;41;;19,2873
313;4/09/2012;2012;9;1;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;40-50;nvt;WAAR;ONWAAR;86;46;80;23;44;40;37;82;;22,60946
313;30/07/2013;2013;7;1;Begraasd, B;GB;WAAR;B;ONWAAR;;7;54;90-100;nvt;ONWAAR;ONWAAR;32;23;25;31;0;0;0;0;;14,13716
314;4/09/2012;2012;9;1;Begraasd, A;GB;WAAR;B;ONWAAR;;9,95;102;80-90;< 1;ONWAAR;ONWAAR;11;5;6;9;22;17;3;6;;6,132648
314;30/07/2013;2013;7;1;Begraasd, C;GB;WAAR;B;ONWAAR;;8;330;90-100;nvt;ONWAAR;ONWAAR;42;38;43;26;0;0;0;0;;19,22848
315;4/09/2012;2012;9;1;Begraasd, B;GB;WAAR;B;ONWAAR;;11,6;246;60-70;< 1;ONWAAR;ONWAAR;60;10;3;6;8;22;10;16;;17,21509
315;30/07/2013;2013;7;1;Begraasd, D;GB;WAAR;B;ONWAAR;;11;78;80-90;nvt;ONWAAR;ONWAAR;39;31;29;27;0;0;0;0;;16,07599
316;4/09/2012;2012;9;1;Begraasd, C;GB;WAAR;B;ONWAAR;;8,6;324;30-40;nvt;WAAR;ONWAAR;12;17;5;7;11;16;6;2;;5,024938
316;30/07/2013;2013;7;3;Excl, Centrum;WD;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;4;3;3;2;1;2;3;4;;0,9682459
317;4/09/2012;2012;9;1;Begraasd, D;GB;WAAR;B;ONWAAR;;11,75;258;40-50;nvt;ONWAAR;ONWAAR;3;2;46;70;8;6;70;74;;31,17466
317;30/07/2013;2013;7;3;Excl, zone B;WD;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;25;8;7;33;60;64;10;4;;22,56622
318;4/09/2012;2012;9;2;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;3;4;6;4;2;4;6;2;;1,452369
318;30/07/2013;2013;7;3;Excl, zone C;WD;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;35;30;34;22;0;5;0;0;;15,0229
319;4/09/2012;2012;9;2;Excl, zone A;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;58;64;57;63;6;61;13;4;;25,82513
319;30/07/2013;2013;7;3;Excl, zone D;WD;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;56;70;32;6;16;0;15;0;;24,55574
320;4/09/2012;2012;9;2;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;60;43;6;4;62;32;51;67;;23,06479
320;30/07/2013;2013;7;3;Begraasd, A;WD;WAAR;B;ONWAAR;;14;166;30-40;40-50;ONWAAR;ONWAAR;2;3;2;5;4;2;3;2;;1,053269
321;4/09/2012;2012;9;2;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;80-90;nvt;ONWAAR;ONWAAR;71;68;73;15;47;66;62;23;;21,15087
321;30/07/2013;2013;7;3;Begraasd, B;WD;WAAR;B;ONWAAR;;11;78;20-30;30-40;ONWAAR;ONWAAR;51;46;32;61;35;17;5;0;;20,53922
322;4/09/2012;2012;9;2;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;64;57;22;40;44;22;61;11;;18,74458
322;30/07/2013;2013;7;3;Begraasd, C;WD;WAAR;B;ONWAAR;;13;30;10-20;5-10;ONWAAR;ONWAAR;55;41;76;61;35;12;21;23;;20,67607
323;4/09/2012;2012;9;2;Begraasd, A;GB;WAAR;B;ONWAAR;;13,3;140;30-40;20-30;ONWAAR;ONWAAR;27;4;3;10;8;6;4;8;;7,258615
323;30/07/2013;2013;7;3;Begraasd, D;WD;WAAR;B;ONWAAR;;12;108;70-80;20-30;ONWAAR;ONWAAR;7;6;2;3;2;7;6;5;;1,984313
324;4/09/2012;2012;9;2;Begraasd, B;GB;WAAR;B;ONWAAR;;8,15;242;20-30;< 1;ONWAAR;ONWAAR;42;50;15;14;44;13;32;37;;13,95025
324;28/08/2013;2013;8;6;Excl, Centrum;LV;WAAR;NB;ONWAAR;;0;0;80-90;1-5;WAAR;ONWAAR;8;7;4;5;5;13;4;3;;3,018174
325;4/09/2012;2012;9;2;Begraasd, C;GB;WAAR;B;ONWAAR;;4,66;132;70-80;< 1;ONWAAR;ONWAAR;32;24;30;6;3;6;10;21;;10,86278
325;28/08/2013;2013;8;6;Excl, zone A;LV;WAAR;NB;ONWAAR;;0;0;100;nvt;WAAR;ONWAAR;23;20;17;15;22;40;13;21;;7,761081
326;4/09/2012;2012;9;2;Begraasd, D;GB;WAAR;B;ONWAAR;;6,9;62;50-60;1-5;ONWAAR;ONWAAR;42;38;6;8;5;9;4;15;;14,31291
