"EXC_ID";"BEH_TYP";"M";"Y";"VEG_TYP";"DS_pct";"VOCHT_pct";"LIG_pct";"CEL_pct";"HEMCEL_pct";"N_DS_pct";"RE_NIR_DS_pct";"RE_NATCHEM_DS_pct"
"LV2";"EXC";"7";2013;"S";91,322;8,678;8,15;33,49;27,6;0,727;4,57721031076849;4,56
"WD1";"BGR";"8";2013;"S";91,318;8,682;8,32;35,71;25,53;0,722;3,58089314264439;4,5
"LV1";"EXC";"8";2013;"S";91,241;8,759;11,27;29,74;24,48;1,204;6,28007145910282;7,5
"LV2";"EXC";"8";2011;"P";91,24;8,76;6,62;29,29;28,07;1,483;12,2862779482683;9,25
"LV1";"EXC";"8";2011;"P";91,217;8,783;5,97;30,25;28,31;2,337;15,0191302059923;14,63
"LV1";"BGR";"7";2013;"S";91,205;8,795;9,93;33,96;26,24;0,757;4,57211775670194;4,75
"GB2";"EXC";"6";2011;"S";91,193;8,807;9,76;32,5;26,63;1,101;5,99826741087583;6,88
"GB2";"BGR";"8";2013;"P";91,18;8,82;6,21;34,64;27,84;1,115;7,06295240184251;7
"LV1";"EXC";"9";2013;"P";91,178;8,822;6,49;34,34;28,75;0,999;6,16376757551164;6,25
"WD1";"BGR";"6";2013;"S";91,177;8,823;8,74;34,8;24,33;0,723;3,36707722342257;4,5
"GB2";"EXC";"8";2011;"P";91,169;8,831;7,48;32,58;28,83;1,78;11,1002643442398;11,13
"LV2";"EXC";"9";2013;"S";91,162;8,838;8,95;31,5;25,56;0,966;5,29826024001229;6,06
"LV1";"EXC";"7";2013;"S";91,155;8,845;9,38;30,8;25,51;0,997;5,51807361088256;6,25
"GB2";"EXC";"7";2013;"P";91,139;8,861;6,23;30,88;28,78;1,524;10,193221343223;9,5
"GB2";"EXC";"8";2013;"S";91,135;8,865;9,76;27,27;22,66;1,615;8,08690404345202;10,06
"WD2";"EXC";"6";2013;"S";91,118;8,882;1,52;45,79;21,59;0,917;14,1355165828925;5,75
"WD1";"EXC";"9";2013;"S";91,11;8,89;9,46;34,6;24,49;0,963;1,62441005378114;6
"LV1";"BGR";"7";2013;"H";91,103;8,897;NA;NA;NA;NA;NA;NA
"WD1";"BGR";"9";2013;"P";91,094;8,906;6,52;33,4;29,07;0,849;5,18146090851209;5,31
"GB2";"EXC";"8";2013;"P";91,05;8,95;6,19;31,32;27,94;1,572;8,70950027457441;9,81
"WD2";"EXC";"9";2011;"P";91,048;8,952;NA;NA;NA;1,619;NA;10,13
"LV1";"BGR";"6";2013;"P";91,046;8,954;6,66;34,67;28,1;1,373;9,75331151286163;8,56
"WD1";"EXC";"8";2013;"P";91,028;8,972;5,4;31,76;28,97;1,384;8,86540405150064;8,63
"GB2";"BGR";"7";2013;"S";91,017;8,983;12,03;27,97;24,37;1,403;8,09738839996924;8,75
"LV1";"BGR";"9";2011;"P";91,012;8,988;8,07;34,52;27,67;1,207;8,82301235001978;7,56
"WD1";"BGR";"7";2013;"S";91,006;8,994;9,99;33,58;27,34;0,934;5,72489725952135;5,81
"LV2";"BGR";"8";2013;"H";90,998;9,002;26,88;18,52;6,79;NA;7,18697114222291;NA
"LV1";"EXC";"6";2013;"P";90,992;9,008;7,69;38,48;28,51;1,01;7,06655530156497;6,31
"LV1";"EXC";"9";2011;"P";90,956;9,044;6,78;34,17;29,73;1,649;10,4775935617222;10,31
"WD1";"EXC";"8";2013;"H";90,939;9,061;19,86;16,11;11,19;1,074;6,5538437853946;6,69
"WD1";"EXC";"8";2011;"P";90,936;9,064;5,87;28,57;28,36;2,287;14,7576317410047;14,31
"GB1";"EXC";"7";2013;"F";90,933;9,067;5,6;29,75;26,54;1,085;6,87319235041184;6,81
"LV2";"BGR";"8";2011;"P";90,932;9,068;5,74;28,41;27,42;2,64;17,3866185721198;16,5
"WD1";"EXC";"6";2013;"S";90,928;9,072;8,37;31,9;24,68;0,873;3,81620622910435;5,44
"WD2";"EXC";"7";2013;"H";90,926;9,074;16,93;16,8;11,38;0,959;5,66394650594989;6
"GB1";"BGR";"7";2013;"F";90,925;9,075;7;27,04;26,45;1,512;9,57932361836679;9,44
"GB2";"EXC";"6";2013;"S";90,924;9,076;9,79;29,02;24,67;2,469;6,15898992565219;15,44
"LV2";"BGR";"9";2013;"P";90,91;9,09;6,75;34,43;26,9;0,912;5,78594214057859;5,69
"GB1";"EXC";"8";2013;"S";90,888;9,112;9,84;25,64;19,84;1,244;8,33993486488865;7,75
"GB2";"BGR";"8";2011;"F";90,875;9,125;9,59;27,61;24,92;1,671;10,949105914718;10,44
"WD2";"EXC";"8";2013;"H";90,867;9,133;17,77;18,16;13,35;1,164;6,8671795041104;7,25
"GB2";"EXC";"7";2013;"S";90,866;9,134;11,03;27,1;20,72;1,315;8,0998393238395;8,25
"GB2";"EXC";"6";2011;"F";90,864;9,136;7,08;32,25;27,99;1,604;8,87039971826026;10
"WD2";"EXC";"8";2011;"P";90,831;9,169;5,91;28;29,19;3,062;18,9032378813401;19,13
"WD1";"BGR";"8";2011;"P";90,829;9,171;6,13;28,13;28,77;2,129;17,1310924924859;13,31
"GB2";"EXC";"8";2011;"F";90,823;9,177;7,03;33,28;28,53;1,866;10,8783017517589;11,69
"WD2";"EXC";"9";2013;"S";90,812;9,188;9,45;28,5;17,06;1,223;1,96009337972955;7,63
"WD2";"EXC";"8";2013;"A";90,807;9,193;16,38;17,13;13,57;1,09;7,63157025339456;6,81
"WD2";"EXC";"6";2013;"P";90,797;9,203;7,55;32,5;28,29;1,644;10,2426291617564;10,25
"LV2";"EXC";"9";2011;"P";90,791;9,209;6,51;33,57;29,08;1,34;8,74536022292959;8,38
"LV2";"BGR";"8";2013;"P";90,78;9,22;6,4;27,85;31,15;0,812;5,27649261951972;5,06
"WD2";"EXC";"6";2011;"P";90,778;9,222;7,37;24,4;26,82;3,928;23,7722796272225;24,56
"LV2";"EXC";"8";2013;"H";90,743;9,257;22,06;22,67;12,13;0,886;6,05005344764885;5,56
"GB2";"BGR";"9";2011;"P";90,729;9,271;7,35;33,64;28,75;1,209;7,19725776763769;7,56
"GB2";"BGR";"9";2013;"S";90,725;9,275;9,73;29,58;25,52;1,505;7,4731330945164;9,44
"GB1";"BGR";"8";2013;"F";90,719;9,281;6,14;26,39;27,03;1,421;9,56800670201391;8,88
"GB2";"BGR";"6";2013;"S";90,714;9,286;9,61;29,33;24,61;1,303;7,68348876689375;8,13
"WD1";"EXC";"9";2011;"P";90,712;9,288;6,48;34,47;29,23;1,21;8,11359026369168;7,56
"WD1";"EXC";"8";2013;"A";90,708;9,292;16,67;16,9;13,03;NA;8,64311857829519;NA
"LV1";"BGR";"8";2011;"P";90,707;9,293;7,72;29,48;29,89;2,469;14,9161586206136;15,44
"GB1";"EXC";"7";2013;"S";90,706;9,294;9,74;26,26;23,57;1,539;8,03695455647918;9,63
"GB2";"EXC";"9";2011;"S";90,697;9,303;10,4;30,38;25;1,142;7,17774568067301;7,13
"WD1";"BGR";"9";2011;"P";90,678;9,322;6,48;31,26;28,37;1,688;11,3368181918437;10,56
"LV2";"EXC";"9";2013;"H";90,659;9,341;18,1;17,03;12,35;1,065;6,90499564301393;6,63
"WD1";"EXC";"7";2013;"H";90,638;9,362;24,04;20,53;10,13;0,969;6,67490456541406;6,06
"WD1";"BGR";"9";2013;"S";90,625;9,375;10,19;31,91;27,17;0,736;5,44;4,63
"LV2";"BGR";"9";2013;"S";90,602;9,398;9,58;30,93;27,24;1,242;6,6775567868259;7,75
"LV2";"BGR";"9";2011;"P";90,592;9,408;6,85;32,68;28,08;1,402;8,79768632991876;8,75
"GB2";"BGR";"6";2011;"F";90,587;9,413;7,11;29,1;26,82;2,239;13,2579729983331;14
"GB1";"BGR";"9";2013;"F";90,579;9,421;7,67;29,7;26,68;1,411;8,23590456949182;8,81
"GB1";"BGR";"6";2011;"S";90,558;9,442;9,56;32,71;26,44;1,519;8,27094237946951;9,5
"WD1";"EXC";"6";2013;"P";90,547;9,453;7,51;33,45;28,48;1,502;9,5420058091378;9,38
"GB2";"EXC";"9";2013;"P";90,535;9,465;6,04;30,24;27,61;1,243;7,08013475451483;7,75
"LV2";"BGR";"7";2013;"H";90,517;9,483;26,44;17,06;7,45;1,107;7,66706806456246;6,94
"WD2";"EXC";"9";2013;"H";90,511;9,489;15,97;18,71;15,64;1,137;6,68427042016992;7,13
"GB1";"EXC";"6";2011;"F";90,507;9,493;6,08;24,25;26,46;3,031;18,7167843371231;18,94
"WD2";"EXC";"6";2013;"H";90,5;9,5;6,72;23,36;12,61;1,268;17,9779005524862;7,94
"GB2";"EXC";"9";2013;"S";90,495;9,505;9,92;26,92;23,89;1,338;7,43687496546771;8,38
"WD2";"BGR";"6";2013;"P";90,491;9,509;6,67;31,37;29,73;1,717;11,5591605795051;10,75
"WD1";"EXC";"9";2013;"H";90,487;9,513;18,03;17,38;12,83;1,278;7,55909688684562;8
"GB1";"EXC";"6";2013;"S";90,477;9,523;8,62;32,73;26,14;1,286;6,28889109939543;8,06
"LV1";"EXC";"7";2013;"H";90,473;9,527;17,42;27,18;18,6;0,958;5,33860930885457;6
"WD2";"BGR";"6";2011;"P";90,463;9,537;6,7;24,16;28,42;3,819;23,4239412798603;23,88
"GB2";"BGR";"8";2011;"F";90,424;9,576;7,48;31,12;28,01;1,946;10,8599486861895;12,19
"LV2";"EXC";"7";2013;"H";90,398;9,602;19,32;20,37;13,09;0,978;5,49790924577977;6,13
"GB2";"EXC";"6";2013;"P";90,385;9,615;6,26;29,16;27,93;2,179;13,6748354262322;13,63
"GB2";"BGR";"9";2011;"H";90,384;9,616;NA;NA;NA;1,555;NA;9,75
"WD1";"BGR";"6";2013;"A";90,355;9,645;8,58;23,74;25,52;0,801;7,19384649438327;5
"GB1";"EXC";"9";2013;"F";90,354;9,646;8,13;30,32;27,04;1,142;7,02791243331784;7,13
"WD1";"BGR";"6";2011;"P";90,349;9,651;5,98;25,41;26,95;3,317;20,8856766538645;20,75
"WD1";"EXC";"7";2013;"A";90,311;9,689;11,89;15,95;19,55;1,174;10,5413515518597;7,31
"GB2";"EXC";"6";2013;"F";90,286;9,714;5,74;28,73;26,96;1,804;10,499966772257;11,25
"GB1";"EXC";"8";2013;"F";90,285;9,715;6,59;28,48;25,34;1,121;8,76114526222518;7
"GB2";"EXC";"8";2011;"S";90,268;9,732;14,12;24,69;19,32;1,714;8,27535782337041;10,69
"WD2";"EXC";"7";2013;"A";90,266;9,734;16,89;11,19;13,74;1,056;10,6019985376554;6,63
"LV1";"BGR";"6";2011;"P";90,264;9,736;7,41;23,41;26,1;3,655;22,9770451121156;22,88
"GB1";"BGR";"8";2013;"S";90,255;9,745;12,66;22,91;23,09;1,54;9,196166417373;9,63
"GB1";"EXC";"6";2013;"F";90,248;9,752;5,3;26,38;25,9;1,762;10,7370800460952;11
"WD1";"EXC";"9";2013;"A";90,227;9,773;14,45;11,98;13,38;1,676;11,958726323606;10,5
"LV1";"EXC";"6";2013;"H";90,226;9,774;15,27;12,98;14,5;1,375;8,80012413273336;8,63
"GB2";"BGR";"9";2013;"P";90,217;9,783;6,09;31,88;30,14;1,148;7,75906979837503;7,19
"GB1";"EXC";"6";2011;"S";90,207;9,793;9,9;26,09;24,2;1,861;10,7752170008979;11,63
"LV2";"BGR";"6";2013;"H";90,2;9,8;18,59;15,73;12,16;1,179;8,35920177383592;7,38
"LV2";"EXC";"6";2013;"H";90,194;9,806;18,66;12,59;11,41;1,213;8,73672306361842;7,56
"LV2";"BGR";"6";2011;"P";90,187;9,813;6,62;23,4;26,5;3,955;25,447126525996;24,75
"GB2";"EXC";"9";2011;"P";90,166;9,834;6,34;27,85;28,15;2,125;14,8614777188741;13,25
"GB2";"BGR";"6";2013;"P";90,128;9,872;7,26;28,59;27,57;2,177;12,5932007811113;13,63
"GB1";"BGR";"6";2011;"A";90,125;9,875;NA;NA;NA;4,064;NA;25,38
"LV2";"BGR";"9";2013;"H";90,106;9,894;NA;NA;NA;0,908;NA;5,69
"GB1";"EXC";"6";2013;"P";90,049;9,951;6,34;28,26;28,63;2,468;15,3027795977745;15,44
"WD1";"BGR";"6";2013;"P";90,004;9,996;6,32;32,75;29;1,762;10,8661837251678;11
"GB1";"BGR";"6";2011;"F";89,988;10,012;7,16;23,63;26,88;3,499;22,1029470596079;21,88
"WD1";"EXC";"6";2011;"P";89,968;10,032;5,49;26,24;27,45;4,119;25,0978125555753;25,75
"LV1";"EXC";"6";2011;"P";89,95;10,05;6,8;23,09;26,82;4,153;25,5475264035575;25,94
"WD1";"EXC";"6";2013;"H";89,933;10,067;17,58;13,7;11,62;1,394;7,51670688178978;8,69
"WD2";"EXC";"9";2013;"A";89,921;10,079;14,16;11,33;13,84;1,333;12,7667619354767;8,31
"GB2";"BGR";"9";2011;"S";89,903;10,097;15,77;27,02;17,95;1,547;8,48692479672536;9,69
"GB1";"BGR";"8";2011;"F";89,877;10,123;6,03;23,75;24,77;2,769;18,0246336660102;17,31
"GB1";"EXC";"8";2011;"A";89,876;10,124;14,59;28,7;12,71;1,726;14,8315456851662;10,81
"GB2";"BGR";"9";2011;"F";89,833;10,167;5,83;27,84;26,27;2,45;14,7273273741275;15,31
"GB1";"BGR";"6";2013;"F";89,826;10,174;5,5;25,62;28,96;2,367;13,5595484603567;14,81
"GB2";"EXC";"9";2011;"F";89,596;10,404;7,13;28,68;26,45;1,706;11,596499843743;10,69
"WD1";"EXC";"6";2013;"A";89,487;10,513;13,85;9,69;14,83;1,548;12,2475890352789;9,69
"GB1";"EXC";"9";2011;"F";89,48;10,52;5,87;24,04;25;1,851;11,410371032633;11,56
"GB2";"BGR";"6";2013;"F";89,41;10,59;5,28;28,01;26,35;1,725;10,569287551728;10,81
"GB1";"BGR";"9";2011;"F";88,952;11,048;5,94;23,84;25,62;2,039;13,2993074916809;12,75
"GB1";"BGR";"6";2013;"A";88,712;11,288;13,79;30,14;14,67;2,24;16,6493822707187;14
"WD2";"EXC";"6";2013;"A";88,276;11,724;12,77;10,09;13,53;1,376;11,48670080203;8,63
"GB1";"EXC";"6";2013;"A";88,173;11,827;13,36;31,87;15,93;1,748;12,5888877547549;10,94
"LV2";"BGR";"6";2013;"A";87,858;12,142;7,65;16,32;14,11;1,402;11,3137107605454;8,75
"LV1";"EXC";"6";2013;"A";87,735;12,265;7,68;11,46;12,81;2,046;13,4609904827036;12,81
"GB1";"EXC";"9";2011;"A";87,042;12,958;12,86;27,85;13,84;2,033;15,6935732175272;12,69
"LV1";"BGR";"6";2013;"F";NA;NA;NA;NA;NA;NA;NA;NA
"LV2";"EXC";"9";2011;"H";NA;NA;NA;NA;NA;NA;NA;NA
"WD1";"BGR";"6";2013;"H";NA;NA;NA;NA;NA;NA;NA;NA
"GB1";"BGR";"6";2012;"A";NA;NA;NA;NA;NA;NA;NA;NA
"GB1";"BGR";"6";2012;"F";NA;NA;NA;NA;NA;NA;NA;NA
"GB1";"BGR";"6";2012;"S";NA;NA;9,23;31,42;25,4;NA;NA;NA
"GB2";"BGR";"6";2012;"F";NA;NA;5,42;26,69;30,11;NA;NA;NA
"LV2";"BGR";"6";2012;"S";NA;NA;NA;NA;NA;NA;NA;NA
"WD1";"BGR";"6";2012;"F";NA;NA;7,79;25,93;29,93;NA;NA;NA
"GB1";"BGR";"7";2012;"A";NA;NA;NA;NA;NA;NA;NA;NA
"GB1";"BGR";"7";2012;"F";NA;NA;5,97;26,85;27,5;NA;NA;NA
"GB1";"BGR";"7";2012;"S";NA;NA;NA;NA;NA;NA;NA;NA
"GB1";"EXC";"7";2012;"A";NA;NA;14,62;27,27;12,68;NA;NA;NA
"GB1";"EXC";"7";2012;"F";NA;NA;6,31;26,49;26,14;NA;NA;NA
"GB2";"BGR";"7";2012;"A";NA;NA;NA;NA;NA;NA;NA;NA
"GB2";"BGR";"7";2012;"F";NA;NA;7,03;29,65;27,96;NA;NA;NA
"GB2";"BGR";"7";2012;"P";NA;NA;6,02;28,34;28,71;NA;NA;NA
"GB2";"BGR";"7";2012;"S";NA;NA;9,64;32,58;27,93;NA;NA;NA
"GB2";"EXC";"7";2012;"F";NA;NA;6,46;32,08;27,65;NA;NA;NA
"GB2";"EXC";"7";2012;"P";NA;NA;5,47;27,71;27,91;NA;NA;NA
"GB2";"EXC";"7";2012;"S";NA;NA;7,56;28,79;27,17;NA;NA;NA
"LV1";"BGR";"7";2012;"F";NA;NA;NA;NA;NA;NA;NA;NA
"LV1";"BGR";"7";2012;"H";NA;NA;NA;NA;NA;NA;NA;NA
"LV1";"BGR";"7";2012;"P";NA;NA;6,07;34,5;29,21;NA;NA;NA
"LV1";"BGR";"7";2012;"S";NA;NA;6,61;35,56;25,72;NA;NA;NA
"LV1";"EXC";"7";2012;"F";NA;NA;NA;NA;NA;NA;NA;NA
"LV1";"EXC";"7";2012;"H";NA;NA;NA;NA;NA;NA;NA;NA
"LV1";"EXC";"7";2012;"P";NA;NA;6,09;31,94;27,21;NA;NA;NA
"LV2";"BGR";"7";2012;"H";NA;NA;NA;NA;NA;NA;NA;NA
"LV2";"BGR";"7";2012;"P";NA;NA;5,68;31,02;28,05;NA;NA;NA
"LV2";"BGR";"7";2012;"S";NA;NA;NA;NA;NA;NA;NA;NA
"LV2";"EXC";"7";2012;"F";NA;NA;NA;NA;NA;NA;NA;NA
"LV2";"EXC";"7";2012;"H";NA;NA;NA;NA;NA;NA;NA;NA
"LV2";"EXC";"7";2012;"P";NA;NA;5,98;35,36;26,37;NA;NA;NA
"LV2";"EXC";"7";2012;"S";NA;NA;6,74;34,82;25,64;NA;NA;NA
"WD1";"BGR";"7";2012;"H";NA;NA;NA;NA;NA;NA;NA;NA
"WD1";"BGR";"7";2012;"P";NA;NA;5,81;32,15;29,24;NA;NA;NA
"WD1";"EXC";"7";2012;"F";NA;NA;NA;NA;NA;NA;NA;NA
"WD1";"EXC";"7";2012;"H";NA;NA;NA;NA;NA;NA;NA;NA
"WD1";"EXC";"7";2012;"P";NA;NA;6,2;32,75;27,98;NA;NA;NA
"WD1";"EXC";"7";2012;"S";NA;NA;NA;NA;NA;NA;NA;NA
"WD2";"EXC";"7";2012;"H";NA;NA;13,94;11,94;12,34;NA;NA;NA
"WD2";"EXC";"7";2012;"P";NA;NA;NA;NA;NA;NA;NA;NA
"GB1";"BGR";"8";2012;"A";NA;NA;NA;NA;NA;NA;NA;NA
"GB1";"BGR";"8";2012;"F";NA;NA;6,78;24,98;25,57;NA;NA;NA
"GB2";"BGR";"8";2012;"A";NA;NA;NA;NA;NA;NA;NA;NA
"GB2";"BGR";"8";2012;"F";NA;NA;7,97;29,6;26,17;NA;NA;NA
"GB2";"BGR";"8";2012;"P";NA;NA;6,34;30,43;27,88;NA;NA;NA
"GB2";"BGR";"8";2012;"S";NA;NA;8,95;38,07;32,63;NA;NA;NA
"GB2";"BGR";"8";2012;"A";NA;NA;NA;NA;NA;NA;NA;NA
"GB2";"EXC";"8";2012;"F";NA;NA;NA;NA;NA;NA;NA;NA
"GB2";"EXC";"8";2012;"P";NA;NA;6,86;31,44;29,33;NA;NA;NA
"GB2";"EXC";"8";2012;"S";NA;NA;10,72;26,98;24,68;NA;NA;NA
"LV1";"BGR";"8";2012;"F";NA;NA;NA;NA;NA;NA;NA;NA
"LV1";"BGR";"8";2012;"P";NA;NA;6,82;34,91;27,53;NA;NA;NA
"LV1";"BGR";"8";2012;"S";NA;NA;NA;NA;NA;NA;NA;NA
"LV1";"EXC";"8";2012;"A";NA;NA;6,89;17,05;10,05;NA;NA;NA
"LV1";"EXC";"8";2012;"H";NA;NA;NA;NA;NA;NA;NA;NA
"LV1";"EXC";"8";2012;"P";NA;NA;6,53;32,56;25,83;NA;NA;NA
"LV1";"EXC";"8";2012;"S";NA;NA;NA;NA;NA;NA;NA;NA
"LV2";"BGR";"8";2012;"P";NA;NA;6,49;31,73;27,28;NA;NA;NA
"LV2";"EXC";"8";2012;"H";NA;NA;17,94;14,48;10,36;NA;NA;NA
"LV2";"EXC";"8";2012;"P";NA;NA;NA;NA;NA;NA;NA;NA
"WD1";"BGR";"8";2012;"P";NA;NA;6,46;32,77;28,63;NA;NA;NA
"WD1";"BGR";"8";2012;"S";NA;NA;NA;NA;NA;NA;NA;NA
"WD1";"EXC";"8";2012;"A";NA;NA;NA;NA;NA;NA;NA;NA
"WD1";"EXC";"8";2012;"H";NA;NA;18,08;15,47;11,02;NA;NA;NA
"WD1";"EXC";"8";2012;"P";NA;NA;6,32;33,31;28,22;NA;NA;NA
"WD1";"EXC";"8";2012;"S";NA;NA;NA;NA;NA;NA;NA;NA
"WD2";"BGR";"8";2012;"P";NA;NA;6,63;31,7;29,39;NA;NA;NA
"WD2";"BGR";"8";2012;"S";NA;NA;11,07;38,44;28,56;NA;NA;NA
"WD2";"EXC";"8";2012;"A";NA;NA;NA;NA;NA;NA;NA;NA
"WD2";"EXC";"8";2012;"H";NA;NA;12,91;13,98;12,73;NA;NA;NA
"WD2";"EXC";"8";2012;"P";NA;NA;5,63;30,5;28,62;NA;NA;NA
"GB1";"BGR";"9";2012;"A";NA;NA;NA;NA;NA;NA;NA;NA
"GB1";"BGR";"9";2012;"F";NA;NA;NA;NA;NA;NA;NA;NA
"GB1";"BGR";"9";2012;"P";NA;NA;5,89;31,61;29,21;NA;NA;NA
"GB1";"BGR";"9";2012;"S";NA;NA;NA;NA;NA;NA;NA;NA
"GB1";"EXC";"9";2012;"P";NA;NA;5,92;29,53;19,3;NA;NA;NA
"GB1";"EXC";"9";2012;"S";NA;NA;9,17;30,39;27,48;NA;NA;NA
"GB2";"BGR";"9";2012;"F";NA;NA;5,49;25,62;27,84;NA;NA;NA
"GB2";"EXC";"9";2012;"A";NA;NA;NA;NA;NA;NA;NA;NA
"GB2";"EXC";"9";2012;"F";NA;NA;5,97;27,74;27,92;NA;NA;NA
"LV1";"BGR";"9";2012;"H";NA;NA;NA;NA;NA;NA;NA;NA
"LV1";"BGR";"9";2012;"P";NA;NA;6,5;33,71;27,67;NA;NA;NA
